page_id,content_type,en_path,de_path,fr_path,es_path,ja_path,pt_br_path,localization_status
platform_engineering,solution,/en/solutions/platform-engineering,/de/loesungen/plattform-engineering,/fr/solutions/ingenierie-de-plateforme,/es/soluciones/ingenieria-de-plataforma,/ja/ソリューション/プラットフォームエンジニアリング,/pt-br/solucoes/engenharia-de-plataforma,approved_launch
open_source_maintainers,solution,/en/solutions/open-source-maintainers,/de/loesungen/open-source-maintainer,/fr/solutions/mainteneurs-open-source,/es/soluciones/mantenedores-de-codigo-abierto,/ja/ソリューション/オープンソースメンテナー,/pt-br/solucoes/mantenedores-de-codigo-aberto,approved_launch
startups,solution,/en/solutions/startups,/de/loesungen/startups,/fr/solutions/startups,/es/soluciones/startups,/ja/ソリューション/スタートアップ,/pt-br/solucoes/startups,approved_launch
monorepo_pull_requests,solution,/en/solutions/monorepo-pull-requests,/de/loesungen/monorepo-pull-requests,/fr/solutions/pull-requests-monorepo,/es/soluciones/pull-requests-de-monorepo,/ja/ソリューション/モノレポのプルリクエスト,/pt-br/solucoes/pull-requests-em-monorepo,approved_launch
post_merge_quality,solution,/en/solutions/post-merge-quality,/de/loesungen/qualitaet-nach-dem-merge,/fr/solutions/qualite-apres-fusion,/es/soluciones/calidad-posterior-a-la-fusion,/ja/ソリューション/マージ後の品質,/pt-br/solucoes/qualidade-pos-merge,approved_launch
integrations,integration,/en/integrations,/de/integrationen,/fr/integrations,/es/integraciones,/ja/連携,/pt-br/integracoes,approved_launch
github,integration,/en/integrations/github,/de/integrationen/github,/fr/integrations/github,/es/integraciones/github,/ja/連携/github,/pt-br/integracoes/github,approved_launch
github_actions,integration,/en/integrations/github-actions,/de/integrationen/github-actions,/fr/integrations/github-actions,/es/integraciones/github-actions,/ja/連携/github-actions,/pt-br/integracoes/github-actions,approved_launch
codex,integration,/en/integrations/codex,/de/integrationen/codex,/fr/integrations/codex,/es/integraciones/codex,/ja/連携/codex,/pt-br/integracoes/codex,approved_launch
claude,integration,/en/integrations/claude,/de/integrationen/claude,/fr/integrations/claude,/es/integraciones/claude,/ja/連携/claude,/pt-br/integracoes/claude,approved_launch
openrouter,integration,/en/integrations/openrouter,/de/integrationen/openrouter,/fr/integrations/openrouter,/es/integraciones/openrouter,/ja/連携/openrouter,/pt-br/integracoes/openrouter,approved_launch
compare,comparison,/en/compare,/de/vergleich,/fr/comparer,/es/comparar,/ja/比較,/pt-br/comparar,approved_launch
juror_vs_greptile,comparison,/en/compare/juror-vs-greptile,/de/vergleich/juror-vs-greptile,/fr/comparer/juror-vs-greptile,/es/comparar/juror-vs-greptile,/ja/比較/juror-vs-greptile,/pt-br/comparar/juror-vs-greptile,approved_launch
juror_vs_coderabbit,comparison,/en/compare/juror-vs-coderabbit,/de/vergleich/juror-vs-coderabbit,/fr/comparer/juror-vs-coderabbit,/es/comparar/juror-vs-coderabbit,/ja/比較/juror-vs-coderabbit,/pt-br/comparar/juror-vs-coderabbit,approved_launch
juror_vs_qodo,comparison,/en/compare/juror-vs-qodo,/de/vergleich/juror-vs-qodo,/fr/comparer/juror-vs-qodo,/es/comparar/juror-vs-qodo,/ja/比較/juror-vs-qodo,/pt-br/comparar/juror-vs-qodo,approved_launch
juror_vs_cursor_bugbot,comparison,/en/compare/juror-vs-cursor-bugbot,/de/vergleich/juror-vs-cursor-bugbot,/fr/comparer/juror-vs-cursor-bugbot,/es/comparar/juror-vs-cursor-bugbot,/ja/比較/juror-vs-cursor-bugbot,/pt-br/comparar/juror-vs-cursor-bugbot,approved_launch
juror_vs_github_copilot_code_review,comparison,/en/compare/juror-vs-github-copilot-code-review,/de/vergleich/juror-vs-github-copilot-code-review,/fr/comparer/juror-vs-github-copilot-code-review,/es/comparar/juror-vs-github-copilot-code-review,/ja/比較/juror-vs-github-copilot-code-review,/pt-br/comparar/juror-vs-github-copilot-code-review,approved_launch
juror_vs_bito,comparison,/en/compare/juror-vs-bito,/de/vergleich/juror-vs-bito,/fr/comparer/juror-vs-bito,/es/comparar/juror-vs-bito,/ja/比較/juror-vs-bito,/pt-br/comparar/juror-vs-bito,approved_launch
juror_vs_codeant,comparison,/en/compare/juror-vs-codeant,/de/vergleich/juror-vs-codeant,/fr/comparer/juror-vs-codeant,/es/comparar/juror-vs-codeant,/ja/比較/juror-vs-codeant,/pt-br/comparar/juror-vs-codeant,approved_launch
juror_vs_sonarqube,comparison,/en/compare/juror-vs-sonarqube,/de/vergleich/juror-vs-sonarqube,/fr/comparer/juror-vs-sonarqube,/es/comparar/juror-vs-sonarqube,/ja/比較/juror-vs-sonarqube,/pt-br/comparar/juror-vs-sonarqube,approved_launch
best_ai_code_review_tools,comparison,/en/compare/best-ai-code-review-tools,/de/vergleich/beste-ki-code-review-tools,/fr/comparer/meilleurs-outils-de-revue-de-code-ia,/es/comparar/mejores-herramientas-de-revision-de-codigo-con-ia,/ja/比較/aiコードレビューのベストツール,/pt-br/comparar/melhores-ferramentas-de-revisao-de-codigo-com-ia,approved_launch
ai_code_review_vs_static_analysis,comparison,/en/compare/ai-code-review-vs-static-analysis,/de/vergleich/ki-code-review-vs-statische-analyse,/fr/comparer/revue-de-code-ia-vs-analyse-statique,/es/comparar/revision-de-codigo-con-ia-vs-analisis-estatico,/ja/比較/aiコードレビューと静的解析,/pt-br/comparar/revisao-de-codigo-com-ia-vs-analise-estatica,approved_launch
resources,resource,/en/resources,/de/ressourcen,/fr/ressources,/es/recursos,/ja/リソース,/pt-br/recursos,approved_launch
what_is_ai_code_review,resource,/en/resources/what-is-ai-code-review,/de/ressourcen/was-ist-ki-code-review,/fr/ressources/quest-ce-que-la-revue-de-code-ia,/es/recursos/que-es-la-revision-de-codigo-con-ia,/ja/リソース/aiコードレビューとは,/pt-br/recursos/o-que-e-revisao-de-codigo-com-ia,approved_launch
ai_code_review_guide,resource,/en/resources/ai-code-review-guide,/de/ressourcen/leitfaden-fuer-ki-code-review,/fr/ressources/guide-de-la-revue-de-code-ia,/es/recursos/guia-de-revision-de-codigo-con-ia,/ja/リソース/aiコードレビューガイド,/pt-br/recursos/guia-de-revisao-de-codigo-com-ia,approved_launch
code_review_checklist,resource,/en/resources/code-review-checklist,/de/ressourcen/code-review-checkliste,/fr/ressources/checklist-de-revue-de-code,/es/recursos/lista-de-verificacion-de-revision-de-codigo,/ja/リソース/コードレビューチェックリスト,/pt-br/recursos/checklist-de-revisao-de-codigo,approved_launch
code_review_best_practices,resource,/en/resources/code-review-best-practices,/de/ressourcen/code-review-best-practices,/fr/ressources/bonnes-pratiques-de-revue-de-code,/es/recursos/mejores-practicas-de-revision-de-codigo,/ja/リソース/コードレビューのベストプラクティス,/pt-br/recursos/boas-praticas-de-revisao-de-codigo,approved_launch
automated_pull_request_review,resource,/en/resources/automated-pull-request-review,/de/ressourcen/automatisierte-pull-request-pruefung,/fr/ressources/revue-automatisee-des-pull-requests,/es/recursos/revision-automatizada-de-pull-requests,/ja/リソース/自動プルリクエストレビュー,/pt-br/recursos/revisao-automatizada-de-pull-requests,approved_launch
reviewing_ai_generated_code,resource,/en/resources/reviewing-ai-generated-code,/de/ressourcen/ki-generierten-code-pruefen,/fr/ressources/revoir-du-code-genere-par-ia,/es/recursos/revisar-codigo-generado-por-ia,/ja/リソース/ai生成コードをレビューする,/pt-br/recursos/revisar-codigo-gerado-por-ia,approved_launch
agentic_code_review,resource,/en/resources/agentic-code-review,/de/ressourcen/agentische-code-review,/fr/ressources/revue-de-code-agentique,/es/recursos/revision-de-codigo-agentica,/ja/リソース/エージェント型コードレビュー,/pt-br/recursos/revisao-de-codigo-agentica,approved_launch
ai_code_review_benchmarks,resource,/en/resources/ai-code-review-benchmarks,/de/ressourcen/ki-code-review-benchmarks,/fr/ressources/benchmarks-de-revue-de-code-ia,/es/recursos/benchmarks-de-revision-de-codigo-con-ia,/ja/リソース/aiコードレビューベンチマーク,/pt-br/recursos/benchmarks-de-revisao-de-codigo-com-ia,approved_launch
code_review_metrics,resource,/en/resources/code-review-metrics,/de/ressourcen/code-review-kennzahlen,/fr/ressources/indicateurs-de-revue-de-code,/es/recursos/metricas-de-revision-de-codigo,/ja/リソース/コードレビュー指標,/pt-br/recursos/metricas-de-revisao-de-codigo,approved_launch
ai_code_review_costs,resource,/en/resources/ai-code-review-costs,/de/ressourcen/ki-code-review-kosten,/fr/ressources/couts-de-revue-de-code-ia,/es/recursos/costes-de-revision-de-codigo-con-ia,/ja/リソース/aiコードレビューのコスト,/pt-br/recursos/custos-de-revisao-de-codigo-com-ia,approved_launch
code_review_vs_testing,resource,/en/resources/code-review-vs-testing,/de/ressourcen/code-review-vs-tests,/fr/ressources/revue-de-code-vs-tests,/es/recursos/revision-de-codigo-vs-pruebas,/ja/リソース/コードレビューとテスト,/pt-br/recursos/revisao-de-codigo-vs-testes,approved_launch
static_analysis_vs_ai_code_review,resource,/en/resources/static-analysis-vs-ai-code-review,/de/ressourcen/statische-analyse-vs-ki-code-review,/fr/ressources/analyse-statique-vs-revue-de-code-ia,/es/recursos/analisis-estatico-vs-revision-de-codigo-con-ia,/ja/リソース/静的解析とaiコードレビュー,/pt-br/recursos/analise-estatica-vs-revisao-de-codigo-com-ia,approved_launch
github_actions_code_review_guide,resource,/en/resources/github-actions-code-review,/de/ressourcen/github-actions-code-review,/fr/ressources/revue-de-code-github-actions,/es/recursos/revision-de-codigo-con-github-actions,/ja/リソース/github-actionsコードレビュー,/pt-br/recursos/revisao-de-codigo-com-github-actions,approved_launch
pull_request_template_guide,resource,/en/resources/pull-request-template,/de/ressourcen/pull-request-vorlage,/fr/ressources/modele-de-pull-request,/es/recursos/plantilla-de-pull-request,/ja/リソース/プルリクエストテンプレート,/pt-br/recursos/modelo-de-pull-request,approved_launch
codeowners_and_ai_review,resource,/en/resources/codeowners-and-ai-review,/de/ressourcen/codeowners-und-ki-code-review,/fr/ressources/codeowners-et-revue-de-code-ia,/es/recursos/codeowners-y-revision-de-codigo-con-ia,/ja/リソース/codeownersとaiコードレビュー,/pt-br/recursos/codeowners-e-revisao-de-codigo-com-ia,approved_launch
typescript_code_review_checklist,resource,/en/resources/typescript-code-review-checklist,/de/ressourcen/typescript-code-review-checkliste,/fr/ressources/checklist-de-revue-de-code-typescript,/es/recursos/lista-de-verificacion-de-revision-de-codigo-typescript,/ja/リソース/typescriptコードレビューチェックリスト,/pt-br/recursos/checklist-de-revisao-de-codigo-typescript,approved_launch
python_code_review_checklist,resource,/en/resources/python-code-review-checklist,/de/ressourcen/python-code-review-checkliste,/fr/ressources/checklist-de-revue-de-code-python,/es/recursos/lista-de-verificacion-de-revision-de-codigo-python,/ja/リソース/pythonコードレビューチェックリスト,/pt-br/recursos/checklist-de-revisao-de-codigo-python,approved_launch
go_code_review_checklist,resource,/en/resources/go-code-review-checklist,/de/ressourcen/go-code-review-checkliste,/fr/ressources/checklist-de-revue-de-code-go,/es/recursos/lista-de-verificacion-de-revision-de-codigo-go,/ja/リソース/goコードレビューチェックリスト,/pt-br/recursos/checklist-de-revisao-de-codigo-go,approved_launch
java_code_review_checklist,resource,/en/resources/java-code-review-checklist,/de/ressourcen/java-code-review-checkliste,/fr/ressources/checklist-de-revue-de-code-java,/es/recursos/lista-de-verificacion-de-revision-de-codigo-java,/ja/リソース/javaコードレビューチェックリスト,/pt-br/recursos/checklist-de-revisao-de-codigo-java,approved_launch
templates,template,/en/templates,/de/vorlagen,/fr/modeles,/es/plantillas,/ja/テンプレート,/pt-br/modelos,approved_launch
github_actions_juror_workflow,template,/en/templates/github-actions-juror-workflow,/de/vorlagen/github-actions-juror-workflow,/fr/modeles/workflow-juror-github-actions,/es/plantillas/flujo-de-trabajo-juror-github-actions,/ja/テンプレート/github-actions-jurorワークフロー,/pt-br/modelos/workflow-juror-github-actions,approved_launch
pull_request_template,template,/en/templates/pull-request-template,/de/vorlagen/pull-request-vorlage,/fr/modeles/modele-de-pull-request,/es/plantillas/plantilla-de-pull-request,/ja/テンプレート/プルリクエストテンプレート,/pt-br/modelos/modelo-de-pull-request,approved_launch
code_review_checklist_template,template,/en/templates/code-review-checklist,/de/vorlagen/code-review-checkliste,/fr/modeles/checklist-de-revue-de-code,/es/plantillas/lista-de-verificacion-de-revision-de-codigo,/ja/テンプレート/コードレビューチェックリスト,/pt-br/modelos/checklist-de-revisao-de-codigo,approved_launch
ai_code_review_policy,template,/en/templates/ai-code-review-policy,/de/vorlagen/ki-code-review-richtlinie,/fr/modeles/politique-de-revue-de-code-ia,/es/plantillas/politica-de-revision-de-codigo-con-ia,/ja/テンプレート/aiコードレビューポリシー,/pt-br/modelos/politica-de-revisao-de-codigo-com-ia,approved_launch
post_merge_qa_plan,template,/en/templates/post-merge-qa-plan,/de/vorlagen/post-merge-qa-plan,/fr/modeles/plan-de-qa-apres-fusion,/es/plantillas/plan-de-qa-posterior-a-la-fusion,/ja/テンプレート/マージ後qa計画,/pt-br/modelos/plano-de-qa-pos-merge,approved_launch
benchmark_scorecard,template,/en/templates/benchmark-scorecard,/de/vorlagen/benchmark-scorecard,/fr/modeles/tableau-de-bord-de-benchmark,/es/plantillas/tabla-de-puntuacion-de-benchmark,/ja/テンプレート/ベンチマークスコアカード,/pt-br/modelos/cartao-de-pontuacao-de-benchmark,approved_launch
model_review_config,template,/en/templates/model-review-config,/de/vorlagen/modell-review-konfiguration,/fr/modeles/configuration-de-revue-par-modele,/es/plantillas/configuracion-de-revision-por-modelo,/ja/テンプレート/モデルレビュー設定,/pt-br/modelos/configuracao-de-revisao-por-modelo,approved_launch
docs,docs,/en/docs,/de/dokumentation,/fr/documentation,/es/documentacion,/ja/ドキュメント,/pt-br/documentacao,approved_launch
getting_started,docs,/en/docs/getting-started,/de/dokumentation/erste-schritte,/fr/documentation/demarrage,/es/documentacion/primeros-pasos,/ja/ドキュメント/はじめに,/pt-br/documentacao/primeiros-passos,approved_launch
configuration,docs,/en/docs/configuration,/de/dokumentation/konfiguration,/fr/documentation/configuration,/es/documentacion/configuracion,/ja/ドキュメント/設定,/pt-br/documentacao/configuracao,approved_launch
presets_and_models,docs,/en/docs/presets-and-models,/de/dokumentation/voreinstellungen-und-modelle,/fr/documentation/preconfigurations-et-modeles,/es/documentacion/preajustes-y-modelos,/ja/ドキュメント/プリセットとモデル,/pt-br/documentacao/predefinicoes-e-modelos,approved_launch
consensus_mode_docs,docs,/en/docs/consensus-mode,/de/dokumentation/konsensmodus,/fr/documentation/mode-consensus,/es/documentacion/modo-consenso,/ja/ドキュメント/コンセンサスモード,/pt-br/documentacao/modo-consenso,approved_launch
cost_controls,docs,/en/docs/cost-controls,/de/dokumentation/kostenkontrollen,/fr/documentation/controles-des-couts,/es/documentacion/controles-de-costes,/ja/ドキュメント/コスト管理,/pt-br/documentacao/controles-de-custo,approved_launch
post_merge_qa_docs,docs,/en/docs/post-merge-qa,/de/dokumentation/post-merge-qa,/fr/documentation/qa-apres-fusion,/es/documentacion/qa-posterior-a-la-fusion,/ja/ドキュメント/マージ後qa,/pt-br/documentacao/qa-pos-merge,approved_launch
security_and_forks,docs,/en/docs/security-and-forks,/de/dokumentation/sicherheit-und-forks,/fr/documentation/securite-et-forks,/es/documentacion/seguridad-y-forks,/ja/ドキュメント/セキュリティとフォーク,/pt-br/documentacao/seguranca-e-forks,approved_launch
benchmarking,docs,/en/docs/benchmarking,/de/dokumentation/benchmarking,/fr/documentation/benchmarking,/es/documentacion/benchmarking,/ja/ドキュメント/ベンチマーク,/pt-br/documentacao/benchmarking,approved_launch
troubleshooting,docs,/en/docs/troubleshooting,/de/dokumentation/fehlerbehebung,/fr/documentation/depannage,/es/documentacion/solucion-de-problemas,/ja/ドキュメント/トラブルシューティング,/pt-br/documentacao/solucao-de-problemas,approved_launch
